Year,Make,Model,Trim,Body,Transmission,Vin,Region,Condition,Odometer,Color,Interior,Seller,Mmr,Sellingprice,Profit,Profit Margin,Margin Tier,Sale Year,Sale Month,Sale Quarter,Month Label,Saledate
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab8en216909,Virginia,4,32247,black,beige,enterprise vehicle exchange/non program,10750,11300,550,4.867256637,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 08:45:00
2014,Dodge,Challenger,SRT8,Coupe,manual,2c3cdycj0eh212117,Pennsylvania,49,1840,gray,black,outten chrysler dodge jeep ram,38500,38000,-500,-1.315789474,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 09:00:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg0er184450,Missouri,43,51010,black,black,avis corporation,17250,17500,250,1.428571429,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 10:30:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg7er126965,Virginia,49,35908,black,black,enterprise veh exchange/rental,17500,17200,-300,-1.744186047,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:20:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg8er293089,Michigan,4,29130,silver,black,pv holding inc/gdp,18300,18800,500,2.659574468,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg7er324820,Minnesota,4,30876,gray,black,hertz corporation/gdp,18300,18800,500,2.659574468,Low Margin,2015,1,1,2015-01,Wed Jan 14 2015 05:00:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg9er255323,Virginia,3,31376,white,black,hertz corporation/gdp,18250,17400,-850,-4.885057471,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 00:45:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab5en189216,Ohio,49,6618,red,black,chrysler capital,12550,12800,250,1.953125,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:00:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg6er174389,Tennessee,4,40777,gray,black,avis corporation,17150,16400,-750,-4.573170732,Low Margin,2015,2,1,2015-02,Wed Feb 11 2015 02:30:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg5er178742,Arizona,44,36894,gray,black,avis corporation,17500,19400,1900,9.793814433,Medium Margin,2015,1,1,2015-01,Thu Jan 08 2015 11:00:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzabxen223926,North Carolina,39,27919,red,—,chrysler capital,11050,10900,-150,-1.376146789,Low Margin,2014,12,4,2014-12,Mon Dec 22 2014 09:30:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg8eh296235,Nevada,44,2555,black,black,bul connections llc,17450,17200,-250,-1.453488372,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 11:45:00
2014,Dodge,Challenger,R/T,Coupe,manual,2c3cdybtxeh231292,Florida,43,18133,black,black,budget rent a car/atlanta,26800,24000,-2800,-11.66666667,Low Margin,2015,1,1,2015-01,Thu Jan 22 2015 01:15:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg8er324759,Illinois,4,31411,blue,black,hertz corporation/gdp,19900,21250,1350,6.352941176,Medium Margin,2015,5,2,2015-05,Thu May 28 2015 04:00:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab9en113238,Ohio,5,2828,black,black,chrysler capital,12800,13200,400,3.03030303,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:00:00
2014,Dodge,Challenger,SRT8 Core,Coupe,automatic,2c3cdydj1eh115460,Texas,32,18474,black,gray,pm standley motorcars,29600,32500,2900,8.923076923,Medium Margin,2015,1,1,2015-01,Wed Jan 07 2015 02:20:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg0er183296,Virginia,46,44842,red,black,enterprise veh exchange/rental,17300,16300,-1000,-6.134969325,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:20:00
2014,Chrysler,Town and Country,Touring,Minivan,,2c4rc1bg4er255178,Virginia,4,28743,burgundy,black,hertz corporation/gdp,18550,18100,-450,-2.486187845,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 00:45:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg3er159493,Maryland,4,38283,black,black,enterprise veh exchange/rental,17250,17300,50,0.289017341,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 09:30:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbgxeh213632,Wisconsin,46,2430,gray,black,landmark credit union,17600,17200,-400,-2.325581395,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 10:00:00
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg2er214966,Nebraska,38,43399,gray,black,avis corporation,21300,20900,-400,-1.913875598,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:00:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er126511,Arizona,,35022,gray,black,chase remarketing and financial,17600,16000,-1600,-10,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg9er180025,Texas,47,42292,blue,black,avis corporation,16850,16600,-250,-1.506024096,Low Margin,2015,2,1,2015-02,Wed Feb 04 2015 02:15:00
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg4er180061,Nevada,41,39356,red,black,avis corporation,21100,21000,-100,-0.4761904762,Low Margin,2015,1,1,2015-01,Fri Jan 23 2015 04:00:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bgxer255704,Illinois,3,30191,silver,black,hertz corporation/gdp,18350,18500,150,0.8108108108,Low Margin,2015,6,2,2015-06,Thu Jun 04 2015 04:00:00
2014,Chrysler,Town and Country,Touring-L,Minivan,,2c4rc1cg9er386668,QC,49,23418,black,black,fca canada inc,26400,25800,-600,-2.325581395,Low Margin,2015,2,1,2015-02,Tue Feb 24 2015 02:00:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzag5en116536,Illinois,5,3833,black,black,chrysler capital,13400,13300,-100,-0.7518796992,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 10:00:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er208495,Maryland,38,35006,gold,black,enterprise veh exchange/rental,17650,17500,-150,-0.8571428571,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 09:30:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab7en217128,South Carolina,3,19492,burgundy,black,enterprise vehicle exchange / tra / rental / tulsa,11750,8800,-2950,-33.52272727,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 04:00:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab9en227983,Ohio,44,17002,black,black,chrysler capital,11850,12400,550,4.435483871,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:00:00
2014,Dodge,Avenger,SE,Sedan,,1c3cdzab4en214610,Nevada,,6179,,,desert ranger auto sales inc,12550,2600,-9950,-382.6923077,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:00:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab2en106874,Tennessee,35,31575,blue,gray,enterprise veh exchange/rental,10850,11700,850,7.264957265,Medium Margin,2014,12,4,2014-12,Tue Dec 23 2014 10:30:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg0er125561,South Carolina,33,41085,white,black,enterprise veh exchange/rental,17300,15300,-2000,-13.07189542,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:15:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzag7en182683,Michigan,5,4038,red,black,chrysler capital,13150,14000,850,6.071428571,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2014,Dodge,Challenger,R/T,Coupe,manual,2c3cdybt2eh145460,Virginia,4,30934,black,red,chrysler group llc,22800,24200,1400,5.785123967,Medium Margin,2015,1,1,2015-01,Thu Jan 15 2015 00:45:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg1eh172923,Florida,23,16148,white,black,fiserv/global lending services,16650,13600,-3050,-22.42647059,Low Margin,2014,12,4,2014-12,Mon Dec 22 2014 09:30:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab2en235097,Illinois,35,17760,black,black,chrysler capital,11900,11600,-300,-2.586206897,Low Margin,2014,12,4,2014-12,Tue Dec 30 2014 10:00:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er159007,Nevada,36,40426,black,black,enterprise veh exchange/rental,17300,17000,-300,-1.764705882,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 12:00:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg0er343032,Michigan,4,29017,black,brown,pv holding inc/gdp,18300,18500,200,1.081081081,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg5eh150231,Florida,19,32210,black,black,regional acceptance corporation / greenville,15300,11900,-3400,-28.57142857,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:35:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg7er215189,Washington,38,50137,silver,black,avis corporation,16700,17000,300,1.764705882,Low Margin,2015,1,1,2015-01,Wed Jan 28 2015 04:30:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzag3en154637,North Carolina,44,20103,blue,black,chrysler capital,11900,12200,300,2.459016393,Low Margin,2014,12,4,2014-12,Mon Dec 22 2014 09:30:00
2014,Dodge,Avenger,SE,Sedan,,1c3cdzab5en144275,North Carolina,42,35010,white,black,enterprise veh exchange/rental,10850,11300,450,3.982300885,Low Margin,2014,12,4,2014-12,Tue Dec 30 2014 09:15:00
2014,Dodge,Challenger,R/T,Coupe,manual,2c3cdybt5eh163533,Missouri,48,5732,black,black,mercedes benz of kansas city,25400,25200,-200,-0.7936507937,Low Margin,2014,12,4,2014-12,Wed Dec 31 2014 10:30:00
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg2er214823,Nevada,44,45043,blue,black,avis corporation,20600,20800,200,0.9615384615,Low Margin,2015,1,1,2015-01,Fri Jan 23 2015 04:00:00
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg9er184459,Missouri,35,40350,gray,black,avis corporation,21000,20600,-400,-1.941747573,Low Margin,2015,1,1,2015-01,Wed Jan 28 2015 02:30:00
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg0er214822,Texas,42,42520,gray,black,avis corporation,21800,21400,-400,-1.869158879,Low Margin,2014,12,4,2014-12,Wed Dec 31 2014 10:15:00
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg6er179946,Missouri,44,41105,gray,black,avis corporation,21200,20600,-600,-2.912621359,Low Margin,2015,1,1,2015-01,Tue Jan 20 2015 03:00:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg7er212308,South Carolina,36,34184,white,black,enterprise veh exchange/rental,17700,16400,-1300,-7.926829268,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:15:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab3en181910,Indiana,5,9365,gray,black,chrysler capital,12300,12500,200,1.6,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:10:00
2014,Ram,1500,Sport,Crew Cab,automatic,1c6rr7mt1es422128,Missouri,45,14679,white,black,kc landsmen ars,33900,34500,600,1.739130435,Low Margin,2015,1,1,2015-01,Wed Jan 14 2015 02:00:00
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg4er214869,Arizona,42,39030,black,tan,avis corporation,20700,20700,0,0,Low Margin,2015,2,1,2015-02,Thu Feb 05 2015 03:30:00
2014,Dodge,Challenger,R/T,Coupe,manual,2c3cdybt4eh224726,Nevada,38,19181,gray,black,budget rent a car/salt lake city,24200,22500,-1700,-7.555555556,Low Margin,2015,1,1,2015-01,Fri Jan 16 2015 04:00:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg4eh192275,Florida,,13154,silver,gray,class motors,16700,8200,-8500,-103.6585366,Low Margin,2014,12,4,2014-12,Mon Dec 22 2014 09:30:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab5en173663,North Carolina,37,17698,blue,black,santander consumer,11750,11500,-250,-2.173913043,Low Margin,2014,12,4,2014-12,Mon Dec 22 2014 09:30:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg8eh359611,Virginia,4,11,blue,gray,chrysler group llc,17700,18500,800,4.324324324,Low Margin,2015,1,1,2015-01,Thu Jan 15 2015 00:45:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg6er158287,Nebraska,36,32365,black,black,enterprise vehicle exchange/davenport,17900,18700,800,4.278074866,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:30:00
2014,Dodge,Challenger,R/T,Coupe,manual,2c3cdybt1eh111283,Colorado,39,6757,black,black,best auto brokers inc,25200,25800,600,2.325581395,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 11:00:00
2014,Dodge,Challenger,R/T,Coupe,automatic,2c3cdybt7eh285472,Michigan,32,13695,black,black,chrysler capital,24500,23000,-1500,-6.52173913,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2014,Dodge,Challenger,R/T,Coupe,automatic,2c3cdybt6eh267108,Texas,43,18892,red,black,brac of wichita - wichita landsman,23800,25200,1400,5.555555556,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:30:00
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg5er409749,Michigan,5,2063,beige,beige,chrysler capital,25600,26900,1300,4.832713755,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2014,Ram,1500,Sport,Crew Cab,automatic,1c6rr7mt6es422075,Missouri,43,13487,red,black,budget rac of memphis,34700,34300,-400,-1.166180758,Low Margin,2015,1,1,2015-01,Tue Jan 06 2015 11:00:00
2014,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg3eh113291,North Carolina,42,13792,black,gray,chrysler capital,16650,16500,-150,-0.9090909091,Low Margin,2014,12,4,2014-12,Mon Dec 22 2014 09:30:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg3er157114,Nevada,36,35772,white,black,enterprise veh exchange/rental,17500,17700,200,1.129943503,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 12:00:00
2014,Dodge,Avenger,SE,Sedan,,1c3cdzab1en215522,Pennsylvania,2,23588,black,tan,enterprise-tra,11350,7800,-3550,-45.51282051,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 08:30:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg9er269352,Colorado,4,29903,silver,black,pv holding inc/gdp,18350,18800,450,2.393617021,Low Margin,2014,12,4,2014-12,Tue Dec 30 2014 12:00:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab0en222025,North Carolina,4,11738,blue,gray,chrysler capital,12150,11400,-750,-6.578947368,Low Margin,2014,12,4,2014-12,Mon Dec 22 2014 09:30:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab4en160340,Nebraska,42,8379,blue,gray,foursight capital llc,12400,12200,-200,-1.639344262,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:00:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab7en147713,Minnesota,5,9340,black,black,chrysler capital,12300,13400,1100,8.208955224,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:45:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab3en199355,North Carolina,44,13303,silver,black,santander consumer,12050,12000,-50,-0.4166666667,Low Margin,2014,12,4,2014-12,Mon Dec 22 2014 09:30:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab6en131504,Minnesota,43,29065,blue,black,chrysler capital,10950,11500,550,4.782608696,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:45:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg4er317260,Illinois,4,29526,black,black,pv holding inc/gdp,18350,18600,250,1.344086022,Low Margin,2015,2,1,2015-02,Tue Feb 17 2015 02:15:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg6er157351,Nebraska,38,46680,burgundy,black,enterprise vehicle exchange/davenport,17300,16500,-800,-4.848484848,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:30:00
2014,Chrysler,Town and Country,Touring-L,Minivan,automatic,2c4rc1cg1er214862,Ohio,43,42495,blue,gray,avis corporation,20300,20300,0,0,Low Margin,2015,2,1,2015-02,Tue Feb 10 2015 01:30:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg8er206999,Nebraska,38,38340,beige,black,enterprise vehicle exchange/davenport,17300,17700,400,2.259887006,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:30:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg9er174354,Arizona,37,40412,blue,black,avis corporation,17300,19300,2000,10.3626943,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:30:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab3en175511,Louisiana,28,16299,white,black,u save auto rental,12100,10900,-1200,-11.00917431,Low Margin,2015,1,1,2015-01,Wed Jan 07 2015 11:00:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bgxer131299,Nebraska,36,33585,white,black,enterprise vehicle exchange/davenport,17750,17800,50,0.2808988764,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:30:00
2014,Dodge,Challenger,SRT8,Coupe,automatic,2c3cdycj2eh104016,Michigan,45,11662,black,black,chrysler capital,37100,36300,-800,-2.203856749,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2014,Dodge,Avenger,R/T,Sedan,automatic,1c3cdzbg5en214416,Georgia,,24516,black,gray,avis rac/orlando,15150,2000,-13150,-657.5,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 12:30:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg8er255085,Michigan,4,29508,gold,black,hertz corporation/gdp,18250,18300,50,0.2732240437,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2014,Dodge,Avenger,SE,Sedan,automatic,1c3cdzab9en116589,Illinois,,8551,gray,—,tyson motor corporation,12350,12200,-150,-1.229508197,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Dodge,Charger,R/T,Sedan,automatic,2b3cl5ct2bh505836,Texas,3,50290,orange,black,music city autoplex llc,18350,18750,400,2.133333333,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 10:10:00
2011,Chrysler,200,Touring,Sedan,automatic,1c3bc1fg8bn602925,Indiana,35,28310,black,black,santander consumer,9300,10100,800,7.920792079,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:10:00
2011,Dodge,Caliber,Mainstreet,Wagon,automatic,1b3cb3ha0bd113692,Colorado,,43596,gray,gray,justus motors company inc,9300,10200,900,8.823529412,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 11:45:00
2011,Dodge,Charger,Base,Sedan,automatic,2b3cl3cg4bh608537,Virginia,31,88165,white,black,lynn douglas motor co  inc,11300,12300,1000,8.130081301,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:35:00
2011,Chrysler,Town and Country,Touring-L,Minivan,automatic,2a4rr8dg3br630343,Michigan,28,135215,silver,black,tdaf remarketing,12050,8000,-4050,-50.625,Low Margin,2015,1,1,2015-01,Thu Jan 08 2015 09:30:00
2011,Chrysler,200,LX,Sedan,automatic,1c3bc4fg6bn547408,Indiana,47,103728,white,tan,ari,6950,6400,-550,-8.59375,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Chevrolet,Volt,Base,Hatchback,automatic,1g1rc6e47bu103076,Texas,25,16321,silver,black,ge fleet services for itself/servicer,16950,16000,-950,-5.9375,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:00:00
2011,Dodge,Charger,Base,Sedan,automatic,2b3cl3cg5bh509046,Pennsylvania,3,68181,white,black,exceptional motorcars ltd,12000,12900,900,6.976744186,Medium Margin,2014,12,4,2014-12,Tue Dec 30 2014 09:00:00
2011,Chevrolet,Traverse,LTZ,Suv,automatic,1gnkvled1bj285299,Pennsylvania,36,102868,black,gray,ingersoll auto of danbury,14100,15700,1600,10.1910828,Medium Margin,2015,2,1,2015-02,Fri Feb 20 2015 09:00:00
2011,Chrysler,200,Touring,Sedan,automatic,1c3bc1fg1bn511687,Indiana,39,37562,gold,tan,ft knox fcu,8775,9700,925,9.536082474,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Dodge,Challenger,Base,Coupe,automatic,2b3cj4dg0bh524659,Georgia,5,40268,black,black,germain toyota of sarasota,16150,16700,550,3.293413174,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Chevrolet,Traverse,LS,Suv,automatic,1gnkreed7bj289048,Michigan,21,73549,gray,gray,santander consumer,11950,7700,-4250,-55.19480519,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 13:10:00
2011,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5dg8br604979,Illinois,41,35320,black,gray,riverside auto sales inc,14400,15300,900,5.882352941,Medium Margin,2015,1,1,2015-01,Thu Jan 08 2015 10:00:00
2011,Dodge,Journey,Lux,Suv,automatic,3d4ph9fg7bt513724,Minnesota,27,78595,black,tan,select lane,17800,14000,-3800,-27.14285714,Low Margin,2015,1,1,2015-01,Wed Jan 07 2015 10:30:00
2011,Dodge,Durango,Express,Suv,automatic,1d4rd2gg0bc704908,Louisiana,,61935,white,gray,american auto brokers inc,15450,16300,850,5.214723926,Medium Margin,2014,12,4,2014-12,Wed Dec 17 2014 10:30:00
2011,Dodge,Charger,Base,Sedan,automatic,2b3cl3cgxbh527946,Michigan,34,57189,gray,black,gm financial,13000,13700,700,5.109489051,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2011,Dodge,Grand Caravan,Express,Minivan,automatic,2d4rn4dg6br795364,New Jersey,35,109106,white,gray,vpsi  inc,7075,5700,-1375,-24.12280702,Low Margin,2014,12,4,2014-12,Wed Dec 31 2014 09:30:00
2011,Chevrolet,Traverse,LT1,Suv,automatic,1gnkrged5bj171124,Ohio,42,85354,black,gray,wells fargo dealer services,11900,11600,-300,-2.586206897,Low Margin,2014,12,4,2014-12,Tue Dec 23 2014 12:00:00
2011,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5dg6br687408,Virginia,35,88525,gray,beige,blue knob auto sales inc,8950,10300,1350,13.10679612,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:05:00
2011,Dodge,Challenger,SRT8,Coupe,manual,2b3cj7dj4bh526668,Pennsylvania,45,16594,orange,black,adcock brothers inc,30800,29800,-1000,-3.355704698,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 09:30:00
2011,Chrysler,200,Touring,Sedan,automatic,1c3bc1fb6bn576703,Minnesota,4,35733,silver,black,fiserv/usb dealer services northstar exchange,9675,9700,25,0.2577319588,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:45:00
2011,Chrysler,Town and Country,Touring-L,Minivan,automatic,2a4rr8dg1br687950,Illinois,29,78929,blue,gray,wells fargo dealer services,9875,9200,-675,-7.336956522,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Dodge,Charger,R/T,Sedan,automatic,2b3cl5ct9bh519832,Michigan,39,47700,silver,black,td auto finance,18350,17500,-850,-4.857142857,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2011,Dodge,Grand Caravan,Express,Minivan,automatic,2d4rn4dgxbr787056,New York,,51087,gray,gray,krystal motors car corp,9425,10300,875,8.495145631,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:45:00
2011,Dodge,Grand Caravan,Mainstreet,Minivan,automatic,2d4rn3dg1br740024,Minnesota,,109701,black,black,fury motors inc,6600,7500,900,12,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:45:00
2011,Dodge,Caliber,Mainstreet,Wagon,automatic,1b3cb3ha3bd132978,Michigan,36,65440,silver,black,chrysler capital,7950,8000,50,0.625,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2011,Dodge,Avenger,Mainstreet,Sedan,automatic,1b3bd1fg5bn519687,Arizona,37,64972,silver,black,wells fargo dealer services,9250,9200,-50,-0.5434782609,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 11:00:00
2011,Dodge,Grand Caravan,Express,Minivan,automatic,2d4rn4dg2br603499,Minnesota,28,137583,blue,gray,exeter finance corp,5950,6300,350,5.555555556,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:45:00
2011,Chrysler,200,Touring,Sedan,,1c3bc1fb6bn604399,Illinois,,56252,blue,—,bettenhausen motor sales inc,8775,7500,-1275,-17,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Chrysler,200,LX,Sedan,automatic,1c3bc4fb3bn552926,North Carolina,35,48978,blue,black,santander consumer,7275,9400,2125,22.60638298,High Margin,2014,12,4,2014-12,Mon Dec 22 2014 09:30:00
2011,Dodge,Grand Caravan,Crew,Minivan,automatic,2d4rn5dg7br741108,Indiana,25,82824,black,beige,santander consumer,8525,8500,-25,-0.2941176471,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:10:00
2011,Dodge,Journey,Mainstreet,Suv,,3d4ph1fg5bt558338,Pennsylvania,,33882,silver,—,randy ford inc,13300,13700,400,2.919708029,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 09:15:00
2011,Chrysler,Town and Country,Touring-L,Minivan,,2a4rr8dg0br630381,Pennsylvania,29,34344,silver,black,smith haven chrysler jeep dodge,16600,16600,0,0,Low Margin,2014,12,4,2014-12,Fri Dec 19 2014 09:30:00
2011,Chrysler,300,Base,Sedan,automatic,2c3ca5cg2bh564820,Michigan,28,63317,gray,black,chrysler capital,14700,15000,300,2,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:30:00
2011,Dodge,Durango,Crew,Suv,automatic,1d4rd4gg9bc666896,Texas,25,90933,gray,black,tdaf remarketing,13600,14100,500,3.546099291,Low Margin,2014,12,4,2014-12,Wed Dec 17 2014 10:00:00
2011,Chrysler,Town and Country,Limited,Minivan,automatic,2a4rr6dg5br630364,Illinois,,93259,black,—,fields jeep inc,15100,13800,-1300,-9.420289855,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
2011,Dodge,Grand Caravan,Mainstreet,Minivan,automatic,2d4rn3dg8br639076,Florida,,76497,white,black,mini of wesley chapel,8750,9300,550,5.913978495,Medium Margin,2014,12,4,2014-12,Thu Dec 18 2014 09:45:00
2011,Dodge,Caliber,Mainstreet,Wagon,automatic,1b3cb3haxbd111058,Illinois,2,20465,gray,tan,wells fargo dealer services,10750,9200,-1550,-16.84782609,Low Margin,2014,12,4,2014-12,Thu Dec 18 2014 10:00:00
